Flow ID,Source IP,Source Port,Destination IP,Destination Port,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
172.16.0.1-192.168.10.51-443-47913-6,192.168.10.51,47913,172.16.0.1,443,5/7/2017 10:09,4,2,0,BENIGN
192.168.10.3-192.168.10.50-3268-53708-6,192.168.10.50,53708,192.168.10.3,3268,5/7/2017 10:06,111691146,32,16,BENIGN
162.213.33.48-192.168.10.51-443-47909-6,192.168.10.51,47909,162.213.33.48,443,5/7/2017 10:09,1842491,9,11,BENIGN
192.168.10.12-204.9.54.119-123-123-17,192.168.10.12,123,204.9.54.119,123,5/7/2017 10:04,38058,1,1,BENIGN
172.16.0.1-192.168.10.51-443-47917-6,192.168.10.51,47917,172.16.0.1,443,5/7/2017 10:09,2089025,7,7,BENIGN
172.16.0.1-192.168.10.51-443-47917-6,192.168.10.51,47917,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.17-23.194.140.95-50773-443-6,192.168.10.17,50773,23.194.140.95,443,5/7/2017 10:07,116131686,24,18,BENIGN
172.217.12.136-192.168.10.17-80-46036-6,192.168.10.17,46036,172.217.12.136,80,5/7/2017 10:07,116414390,27,25,BENIGN
172.217.11.14-192.168.10.17-443-52502-6,192.168.10.17,52502,172.217.11.14,443,5/7/2017 10:07,117376642,24,21,BENIGN
192.168.10.17-216.58.219.227-34786-443-6,192.168.10.17,34786,216.58.219.227,443,5/7/2017 10:07,116034354,35,30,BENIGN
172.217.10.36-192.168.10.17-443-57421-6,192.168.10.17,57421,172.217.10.36,443,5/7/2017 10:07,115480770,23,21,BENIGN
172.217.10.110-192.168.10.17-443-46015-6,192.168.10.17,46015,172.217.10.110,443,5/7/2017 10:07,115373515,60,93,BENIGN
172.217.3.102-192.168.10.17-443-35880-6,192.168.10.17,35880,172.217.3.102,443,5/7/2017 10:07,115430006,21,19,BENIGN
172.217.11.46-192.168.10.17-443-60595-6,192.168.10.17,60595,172.217.11.46,443,5/7/2017 10:07,115937568,29,24,BENIGN
172.217.10.226-192.168.10.17-443-56114-6,192.168.10.17,56114,172.217.10.226,443,5/7/2017 10:07,115484839,21,19,BENIGN
172.217.10.142-192.168.10.17-443-49430-6,192.168.10.17,49430,172.217.10.142,443,5/7/2017 10:07,116394899,22,18,BENIGN
192.168.10.17-74.125.22.157-59357-443-6,192.168.10.17,59357,74.125.22.157,443,5/7/2017 10:07,116371400,20,16,BENIGN
172.217.11.14-192.168.10.17-443-52502-6,172.217.11.14,443,192.168.10.17,52502,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.51-443-47918-6,192.168.10.51,47918,172.16.0.1,443,5/7/2017 10:09,4388931,11,9,BENIGN
172.16.0.1-192.168.10.51-443-47919-6,192.168.10.51,47919,172.16.0.1,443,5/7/2017 10:09,4296626,13,12,BENIGN
172.16.0.1-192.168.10.51-443-47920-6,192.168.10.51,47920,172.16.0.1,443,5/7/2017 10:09,4296503,10,11,BENIGN
172.16.0.1-192.168.10.51-443-47919-6,192.168.10.51,47919,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.51-443-47918-6,192.168.10.51,47918,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.51-443-47920-6,192.168.10.51,47920,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.51-443-47921-6,192.168.10.51,47921,172.16.0.1,443,5/7/2017 10:09,2128315,7,7,BENIGN
172.16.0.1-192.168.10.51-443-47921-6,192.168.10.51,47921,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.50-56454-80-6,172.16.0.1,56454,192.168.10.50,80,5/7/2017 9:54,103642795,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56452-80-6,172.16.0.1,56452,192.168.10.50,80,5/7/2017 9:54,3002683,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56456-80-6,172.16.0.1,56456,192.168.10.50,80,5/7/2017 9:54,102712721,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56458-80-6,172.16.0.1,56458,192.168.10.50,80,5/7/2017 9:54,3000626,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56462-80-6,172.16.0.1,56462,192.168.10.50,80,5/7/2017 9:54,3003572,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56460-80-6,172.16.0.1,56460,192.168.10.50,80,5/7/2017 9:54,3003606,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56466-80-6,172.16.0.1,56466,192.168.10.50,80,5/7/2017 9:54,103665730,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56468-80-6,172.16.0.1,56468,192.168.10.50,80,5/7/2017 9:54,3003937,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56472-80-6,172.16.0.1,56472,192.168.10.50,80,5/7/2017 9:54,3002914,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56470-80-6,172.16.0.1,56470,192.168.10.50,80,5/7/2017 9:54,105609612,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56476-80-6,172.16.0.1,56476,192.168.10.50,80,5/7/2017 9:54,103610848,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56480-80-6,172.16.0.1,56480,192.168.10.50,80,5/7/2017 9:54,102662922,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56482-80-6,172.16.0.1,56482,192.168.10.50,80,5/7/2017 9:54,105605661,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56478-80-6,172.16.0.1,56478,192.168.10.50,80,5/7/2017 9:54,105658668,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56484-80-6,172.16.0.1,56484,192.168.10.50,80,5/7/2017 9:54,3002511,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56486-80-6,172.16.0.1,56486,192.168.10.50,80,5/7/2017 9:54,102658021,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56488-80-6,172.16.0.1,56488,192.168.10.50,80,5/7/2017 9:54,105600752,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56492-80-6,172.16.0.1,56492,192.168.10.50,80,5/7/2017 9:54,3002904,3,0,DoS slowloris
172.16.0.1-192.168.10.51-443-47915-6,192.168.10.51,47915,172.16.0.1,443,5/7/2017 10:09,5793258,25,21,BENIGN
172.16.0.1-192.168.10.51-443-47915-6,192.168.10.51,47915,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.15-5.79.102.202-50850-80-6,192.168.10.15,50850,5.79.102.202,80,5/7/2017 10:08,66067229,12,12,BENIGN
192.168.10.15-5.79.102.202-50850-80-6,192.168.10.15,50850,5.79.102.202,80,5/7/2017 10:09,84,2,0,BENIGN
192.168.10.14-74.125.29.108-51139-465-6,192.168.10.14,51139,74.125.29.108,465,5/7/2017 10:09,1865418,14,21,BENIGN
192.168.10.14-74.125.29.108-51139-465-6,192.168.10.14,51139,74.125.29.108,465,5/7/2017 10:09,194,3,0,BENIGN
172.16.0.1-192.168.10.51-443-47916-6,192.168.10.51,47916,172.16.0.1,443,5/7/2017 10:09,7010015,35,28,BENIGN
172.16.0.1-192.168.10.51-443-47916-6,192.168.10.51,47916,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.50-56490-80-6,172.16.0.1,56490,192.168.10.50,80,5/7/2017 9:54,3003516,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56494-80-6,172.16.0.1,56494,192.168.10.50,80,5/7/2017 9:54,105642879,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56498-80-6,172.16.0.1,56498,192.168.10.50,80,5/7/2017 9:54,3003268,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56496-80-6,172.16.0.1,56496,192.168.10.50,80,5/7/2017 9:54,3003367,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56504-80-6,172.16.0.1,56504,192.168.10.50,80,5/7/2017 9:54,3002697,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56502-80-6,172.16.0.1,56502,192.168.10.50,80,5/7/2017 9:54,103650807,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56500-80-6,172.16.0.1,56500,192.168.10.50,80,5/7/2017 9:54,3003069,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56506-80-6,172.16.0.1,56506,192.168.10.50,80,5/7/2017 9:54,3002941,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56510-80-6,172.16.0.1,56510,192.168.10.50,80,5/7/2017 9:54,2999846,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56508-80-6,172.16.0.1,56508,192.168.10.50,80,5/7/2017 9:54,3000423,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56512-80-6,172.16.0.1,56512,192.168.10.50,80,5/7/2017 9:54,3002596,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56516-80-6,172.16.0.1,56516,192.168.10.50,80,5/7/2017 9:54,103621641,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56514-80-6,172.16.0.1,56514,192.168.10.50,80,5/7/2017 9:54,102726688,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56520-80-6,172.16.0.1,56520,192.168.10.50,80,5/7/2017 9:54,102726686,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56524-80-6,172.16.0.1,56524,192.168.10.50,80,5/7/2017 9:54,3003767,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56518-80-6,172.16.0.1,56518,192.168.10.50,80,5/7/2017 9:54,3002650,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56522-80-6,172.16.0.1,56522,192.168.10.50,80,5/7/2017 9:54,3002556,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56526-80-6,172.16.0.1,56526,192.168.10.50,80,5/7/2017 9:54,3003517,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56528-80-6,172.16.0.1,56528,192.168.10.50,80,5/7/2017 9:54,3003231,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56532-80-6,172.16.0.1,56532,192.168.10.50,80,5/7/2017 9:54,105585715,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56534-80-6,172.16.0.1,56534,192.168.10.50,80,5/7/2017 9:54,102718688,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56530-80-6,172.16.0.1,56530,192.168.10.50,80,5/7/2017 9:54,102642666,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56536-80-6,172.16.0.1,56536,192.168.10.50,80,5/7/2017 9:54,3002353,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56538-80-6,172.16.0.1,56538,192.168.10.50,80,5/7/2017 9:54,102638894,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56544-80-6,172.16.0.1,56544,192.168.10.50,80,5/7/2017 9:54,3003435,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56542-80-6,172.16.0.1,56542,192.168.10.50,80,5/7/2017 9:54,102710900,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56540-80-6,172.16.0.1,56540,192.168.10.50,80,5/7/2017 9:54,105581730,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56546-80-6,172.16.0.1,56546,192.168.10.50,80,5/7/2017 9:54,3002545,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56548-80-6,172.16.0.1,56548,192.168.10.50,80,5/7/2017 9:54,102626838,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56550-80-6,172.16.0.1,56550,192.168.10.50,80,5/7/2017 9:54,3002680,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56552-80-6,172.16.0.1,56552,192.168.10.50,80,5/7/2017 9:54,3002664,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56558-80-6,172.16.0.1,56558,192.168.10.50,80,5/7/2017 9:54,3000603,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56560-80-6,172.16.0.1,56560,192.168.10.50,80,5/7/2017 9:54,103606880,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56556-80-6,172.16.0.1,56556,192.168.10.50,80,5/7/2017 9:54,3000186,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56554-80-6,172.16.0.1,56554,192.168.10.50,80,5/7/2017 9:54,102608340,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56566-80-6,172.16.0.1,56566,192.168.10.50,80,5/7/2017 9:54,105602432,16,3,DoS slowloris
172.16.0.1-192.168.10.50-56562-80-6,172.16.0.1,56562,192.168.10.50,80,5/7/2017 9:54,3002612,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56564-80-6,172.16.0.1,56564,192.168.10.50,80,5/7/2017 9:54,3003708,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56570-80-6,172.16.0.1,56570,192.168.10.50,80,5/7/2017 9:54,102578738,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56572-80-6,172.16.0.1,56572,192.168.10.50,80,5/7/2017 9:54,103601335,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56568-80-6,172.16.0.1,56568,192.168.10.50,80,5/7/2017 9:54,3002473,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56576-80-6,172.16.0.1,56576,192.168.10.50,80,5/7/2017 9:54,102570559,14,3,DoS slowloris
172.16.0.1-192.168.10.50-56574-80-6,172.16.0.1,56574,192.168.10.50,80,5/7/2017 9:54,3002793,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56578-80-6,172.16.0.1,56578,192.168.10.50,80,5/7/2017 9:54,3003608,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56580-80-6,172.16.0.1,56580,192.168.10.50,80,5/7/2017 9:54,3002449,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56584-80-6,172.16.0.1,56584,192.168.10.50,80,5/7/2017 9:54,3003723,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56586-80-6,172.16.0.1,56586,192.168.10.50,80,5/7/2017 9:54,3002510,3,0,DoS slowloris
172.16.0.1-192.168.10.50-56582-80-6,172.16.0.1,56582,192.168.10.50,80,5/7/2017 9:54,103656721,15,3,DoS slowloris
172.16.0.1-192.168.10.50-56588-80-6,172.16.0.1,56588,192.168.10.50,80,5/7/2017 9:54,103681547,15,3,DoS slowloris
192.168.10.1-192.168.10.3-53-61945-17,192.168.10.3,61945,192.168.10.1,53,5/7/2017 10:04,145425,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60505-17,192.168.10.3,60505,192.168.10.1,53,5/7/2017 9:53,51328,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60227-17,192.168.10.3,60227,192.168.10.1,53,5/7/2017 10:05,23417,1,1,BENIGN
192.168.10.14-23.208.79.179-51143-443-6,192.168.10.14,51143,23.208.79.179,443,5/7/2017 10:09,47636,4,2,BENIGN
192.168.10.1-192.168.10.3-53-61493-17,192.168.10.3,61493,192.168.10.1,53,5/7/2017 9:59,58822238,2,2,BENIGN
192.168.10.1-192.168.10.3-53-60462-17,192.168.10.3,60462,192.168.10.1,53,5/7/2017 10:03,47484,1,1,BENIGN
192.168.10.8-89.184.84.7-51255-443-6,192.168.10.8,51255,89.184.84.7,443,5/7/2017 10:08,65490424,13,15,BENIGN
192.168.10.8-89.184.84.7-51255-443-6,192.168.10.8,51255,89.184.84.7,443,5/7/2017 10:09,93,2,0,BENIGN
192.168.10.14-23.208.79.179-51146-443-6,192.168.10.14,51146,23.208.79.179,443,5/7/2017 10:09,149478,10,6,BENIGN
192.168.10.14-23.208.79.179-51152-443-6,192.168.10.14,51152,23.208.79.179,443,5/7/2017 10:09,163204,14,9,BENIGN
192.168.10.14-23.208.79.179-51146-443-6,23.208.79.179,443,192.168.10.14,51146,5/7/2017 10:09,1614,4,1,BENIGN
192.168.10.14-23.208.79.179-51153-443-6,192.168.10.14,51153,23.208.79.179,443,5/7/2017 10:09,175492,20,21,BENIGN
192.168.10.14-23.208.79.179-51152-443-6,23.208.79.179,443,192.168.10.14,51152,5/7/2017 10:09,4076,3,0,BENIGN
192.168.10.14-23.208.79.179-51148-443-6,192.168.10.14,51148,23.208.79.179,443,5/7/2017 10:09,199863,13,7,BENIGN
192.168.10.14-23.208.79.179-51153-443-6,23.208.79.179,443,192.168.10.14,51153,5/7/2017 10:09,335,3,0,BENIGN
192.168.10.14-23.208.79.179-51148-443-6,23.208.79.179,443,192.168.10.14,51148,5/7/2017 10:09,4107,3,1,BENIGN
192.168.10.14-23.208.79.179-51147-443-6,192.168.10.14,51147,23.208.79.179,443,5/7/2017 10:09,261389,26,28,BENIGN
192.168.10.14-23.208.79.179-51147-443-6,23.208.79.179,443,192.168.10.14,51147,5/7/2017 10:09,274,3,1,BENIGN
192.168.10.14-23.208.79.179-51149-443-6,192.168.10.14,51149,23.208.79.179,443,5/7/2017 10:09,295764,69,79,BENIGN
192.168.10.14-23.208.79.179-51149-443-6,23.208.79.179,443,192.168.10.14,51149,5/7/2017 10:09,1501,3,1,BENIGN
172.217.11.14-192.168.10.17-443-52505-6,192.168.10.17,52505,172.217.11.14,443,5/7/2017 10:07,111737832,192,342,BENIGN
192.168.10.1-192.168.10.3-53-60801-17,192.168.10.3,60801,192.168.10.1,53,5/7/2017 9:57,112439,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61058-17,192.168.10.3,61058,192.168.10.1,53,5/7/2017 10:01,145469,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61446-17,192.168.10.3,61446,192.168.10.1,53,5/7/2017 10:01,49250,1,1,BENIGN
192.168.10.1-192.168.10.3-53-62177-17,192.168.10.3,62177,192.168.10.1,53,5/7/2017 9:56,83619,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61112-17,192.168.10.3,61112,192.168.10.1,53,5/7/2017 10:03,48216,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61237-17,192.168.10.3,61237,192.168.10.1,53,5/7/2017 9:49,23345,1,1,BENIGN
192.168.10.14-23.23.156.9-51168-443-6,192.168.10.14,51168,23.23.156.9,443,5/7/2017 10:09,125661,8,5,BENIGN
192.168.10.14-23.23.156.9-51166-443-6,192.168.10.14,51166,23.23.156.9,443,5/7/2017 10:09,185312,12,9,BENIGN
192.168.10.14-23.23.156.9-51168-443-6,23.23.156.9,443,192.168.10.14,51168,5/7/2017 10:09,7816,4,1,BENIGN
192.168.10.1-192.168.10.3-53-61095-17,192.168.10.3,61095,192.168.10.1,53,5/7/2017 10:01,348476,1,1,BENIGN
192.168.10.14-23.23.156.9-51166-443-6,23.23.156.9,443,192.168.10.14,51166,5/7/2017 10:09,8498,2,0,BENIGN
192.168.10.1-192.168.10.3-53-61563-17,192.168.10.3,61563,192.168.10.1,53,5/7/2017 10:00,146716,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60814-17,192.168.10.3,60814,192.168.10.1,53,5/7/2017 10:01,23542,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60098-17,192.168.10.3,60098,192.168.10.1,53,5/7/2017 10:05,60800,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60782-17,192.168.10.3,60782,192.168.10.1,53,5/7/2017 10:03,23662,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61730-17,192.168.10.3,61730,192.168.10.1,53,5/7/2017 10:00,146173,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60417-17,192.168.10.3,60417,192.168.10.1,53,5/7/2017 9:53,23625,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61801-17,192.168.10.3,61801,192.168.10.1,53,5/7/2017 10:03,94256676,2,2,BENIGN
192.168.10.1-192.168.10.3-53-60073-17,192.168.10.3,60073,192.168.10.1,53,5/7/2017 10:00,8508310,2,2,BENIGN
192.168.10.1-192.168.10.3-53-62502-17,192.168.10.3,62502,192.168.10.1,53,5/7/2017 10:04,72946,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60826-17,192.168.10.3,60826,192.168.10.1,53,5/7/2017 9:57,71149,1,1,BENIGN
192.168.10.3-192.168.10.14-53-55146-17,192.168.10.14,55146,192.168.10.3,53,5/7/2017 10:05,811,2,2,BENIGN
192.168.10.1-192.168.10.3-53-61548-17,192.168.10.3,61548,192.168.10.1,53,5/7/2017 10:00,47778,1,1,BENIGN
192.168.10.1-192.168.10.3-53-62389-17,192.168.10.3,62389,192.168.10.1,53,5/7/2017 10:01,132541,1,1,BENIGN
172.217.16.131-192.168.10.14-443-51194-6,192.168.10.14,51194,172.217.16.131,443,5/7/2017 10:09,315830,8,4,BENIGN
172.217.16.131-192.168.10.14-443-51194-6,172.217.16.131,443,192.168.10.14,51194,5/7/2017 10:09,27761,6,1,BENIGN
172.217.11.3-192.168.10.14-443-51199-6,192.168.10.14,51199,172.217.11.3,443,5/7/2017 10:09,233544,10,7,BENIGN
172.217.11.3-192.168.10.14-443-51198-6,192.168.10.14,51198,172.217.11.3,443,5/7/2017 10:09,256087,10,7,BENIGN
172.217.11.3-192.168.10.14-443-51196-6,192.168.10.14,51196,172.217.11.3,443,5/7/2017 10:09,342274,14,13,BENIGN
172.217.11.3-192.168.10.14-443-51199-6,172.217.11.3,443,192.168.10.14,51199,5/7/2017 10:09,21079,3,1,BENIGN
172.217.11.3-192.168.10.14-443-51198-6,172.217.11.3,443,192.168.10.14,51198,5/7/2017 10:09,21187,3,1,BENIGN
172.217.11.3-192.168.10.14-443-51196-6,172.217.11.3,443,192.168.10.14,51196,5/7/2017 10:09,49,2,0,BENIGN
192.168.10.16-107.21.211.226-52744-443-6,192.168.10.16,52744,107.21.211.226,443,5/7/2017 10:08,60349543,14,13,BENIGN
192.168.10.1-192.168.10.3-53-61707-17,192.168.10.3,61707,192.168.10.1,53,5/7/2017 9:54,23596,1,1,BENIGN
192.168.10.3-192.168.10.14-53-52796-17,192.168.10.14,52796,192.168.10.3,53,5/7/2017 9:54,165,2,2,BENIGN
192.168.10.1-192.168.10.3-53-61682-17,192.168.10.3,61682,192.168.10.1,53,5/7/2017 9:56,118897,1,1,BENIGN
192.168.10.1-192.168.10.3-53-61311-17,192.168.10.3,61311,192.168.10.1,53,5/7/2017 9:53,71124,1,1,BENIGN
192.168.10.1-192.168.10.3-53-60276-17,192.168.10.3,60276,192.168.10.1,53,5/7/2017 9:57,48367,1,1,BENIGN
172.16.0.1-192.168.10.51-443-47922-6,192.168.10.51,47922,172.16.0.1,443,5/7/2017 10:09,3405628,10,8,BENIGN
172.16.0.1-192.168.10.51-443-47922-6,192.168.10.51,47922,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
172.16.0.1-192.168.10.51-443-47923-6,192.168.10.51,47923,172.16.0.1,443,5/7/2017 10:09,2033145,7,6,BENIGN
172.16.0.1-192.168.10.51-443-47923-6,192.168.10.51,47923,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-192.225.158.3-51206-443-6,192.168.10.14,51206,192.225.158.3,443,5/7/2017 10:09,400980,6,8,BENIGN
192.168.10.14-192.225.158.3-51206-443-6,192.168.10.14,51206,192.225.158.3,443,5/7/2017 10:09,5847,2,0,BENIGN
192.168.10.14-23.208.79.179-51144-443-6,192.168.10.14,51144,23.208.79.179,443,5/7/2017 10:09,5064498,8,6,BENIGN
192.168.10.14-23.208.79.179-51144-443-6,23.208.79.179,443,192.168.10.14,51144,5/7/2017 10:09,4,2,0,BENIGN
172.217.11.14-192.168.10.17-443-52505-6,192.168.10.17,52505,172.217.11.14,443,5/7/2017 10:09,4789517,3,1,BENIGN
172.16.0.1-192.168.10.51-443-47924-6,192.168.10.51,47924,172.16.0.1,443,5/7/2017 10:09,3553183,12,11,BENIGN
172.16.0.1-192.168.10.51-443-47924-6,192.168.10.51,47924,172.16.0.1,443,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-23.50.75.27-51159-80-6,192.168.10.14,51159,23.50.75.27,80,5/7/2017 10:09,5828471,3,1,BENIGN
192.168.10.14-23.50.75.27-51161-80-6,192.168.10.14,51161,23.50.75.27,80,5/7/2017 10:09,5827436,3,1,BENIGN
192.168.10.14-192.225.158.200-51180-443-6,192.168.10.14,51180,192.225.158.200,443,5/7/2017 10:09,3785531,15,17,BENIGN
192.168.10.14-192.225.158.200-51180-443-6,192.168.10.14,51180,192.225.158.200,443,5/7/2017 10:09,112,2,0,BENIGN
137.74.109.208-192.168.10.15-80-50857-6,192.168.10.15,50857,137.74.109.208,80,5/7/2017 10:08,75215065,11,11,BENIGN
137.74.109.208-192.168.10.15-80-50857-6,192.168.10.15,50857,137.74.109.208,80,5/7/2017 10:09,53,2,0,BENIGN
137.74.109.208-192.168.10.15-80-50856-6,192.168.10.15,50856,137.74.109.208,80,5/7/2017 10:08,75325746,11,11,BENIGN
137.74.109.208-192.168.10.15-80-50856-6,192.168.10.15,50856,137.74.109.208,80,5/7/2017 10:09,78,2,0,BENIGN
192.168.10.14-192.225.158.200-51179-443-6,192.168.10.14,51179,192.225.158.200,443,5/7/2017 10:09,4254413,21,25,BENIGN
192.168.10.14-23.60.139.27-51191-80-6,192.168.10.14,51191,23.60.139.27,80,5/7/2017 10:09,5381131,3,1,BENIGN
192.168.10.14-23.60.139.27-51192-80-6,192.168.10.14,51192,23.60.139.27,80,5/7/2017 10:09,5381087,3,1,BENIGN
192.168.10.14-23.208.79.179-51177-443-6,192.168.10.14,51177,23.208.79.179,443,5/7/2017 10:09,5729584,9,6,BENIGN
192.168.10.14-54.164.24.161-51186-443-6,192.168.10.14,51186,54.164.24.161,443,5/7/2017 10:09,5460937,8,6,BENIGN
192.168.10.14-23.208.79.179-51178-443-6,192.168.10.14,51178,23.208.79.179,443,5/7/2017 10:09,5729803,9,6,BENIGN
192.168.10.14-23.208.79.179-51173-443-6,192.168.10.14,51173,23.208.79.179,443,5/7/2017 10:09,5796056,9,6,BENIGN
192.168.10.14-23.208.79.179-51174-443-6,192.168.10.14,51174,23.208.79.179,443,5/7/2017 10:09,5796235,9,6,BENIGN
192.168.10.14-54.164.24.161-51171-443-6,192.168.10.14,51171,54.164.24.161,443,5/7/2017 10:09,5959538,8,6,BENIGN
192.168.10.14-54.164.24.161-51172-443-6,192.168.10.14,51172,54.164.24.161,443,5/7/2017 10:09,5959587,8,6,BENIGN
192.168.10.14-23.208.79.179-51177-443-6,23.208.79.179,443,192.168.10.14,51177,5/7/2017 10:09,4,2,0,BENIGN
192.168.10.14-23.208.79.179-51174-443-6,23.208.79.179,443,192.168.10.14,51174,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-23.208.79.179-51173-443-6,23.208.79.179,443,192.168.10.14,51173,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-23.208.79.179-51178-443-6,192.168.10.14,51178,23.208.79.179,443,5/7/2017 10:09,7,1,2,BENIGN
192.168.10.14-54.164.24.161-51186-443-6,54.164.24.161,443,192.168.10.14,51186,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-54.164.24.161-51171-443-6,54.164.24.161,443,192.168.10.14,51171,5/7/2017 10:09,3,2,0,BENIGN
192.168.10.14-54.164.24.161-51172-443-6,54.164.24.161,443,192.168.10.14,51172,5/7/2017 10:09,46,2,0,BENIGN
192.168.10.14-192.225.158.200-51200-443-6,192.168.10.14,51200,192.225.158.200,443,5/7/2017 10:09,5988461,6,4,BENIGN
192.168.10.14-192.225.158.200-51205-443-6,192.168.10.14,51205,192.225.158.200,443,5/7/2017 10:09,5943334,6,4,BENIGN
192.168.10.14-192.225.158.200-51200-443-6,192.225.158.200,443,192.168.10.14,51200,5/7/2017 10:09,188,3,0,BENIGN
192.168.10.14-192.225.158.200-51205-443-6,192.225.158.200,443,192.168.10.14,51205,5/7/2017 10:09,4,3,0,BENIGN
172.16.0.1-192.168.10.50-56590-80-6,172.16.0.1,56590,192.168.10.50,80,5/7/2017 9:54,103723986,15,3,DoS slowloris
